,var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,class
0,0.544096,0.451739,0.799254,0.37537,0.789358,0.1036589999999999,0.2373969999999999,0
1,0.470397,0.358887,0.7912399999999999,0.318344,0.836255,0.088873,0.265414,0
2,0.438784,0.307055,0.7592369999999999,0.377213,0.8980469999999999,0.104295,0.236319,0
3,0.471491,0.325208,0.7943479999999999,0.396408,0.87933,0.099901,0.236532,0
4,0.4925739999999999,0.251394,0.599112,0.399881,0.861116,0.109377,0.341942,0
5,0.4675649999999999,0.33382,0.771736,0.3423469999999999,0.867527,0.1060619999999999,0.250372,0
6,0.5353829999999999,0.59436,0.684662,0.538022,0.752942,0.172901,0.151727,0
7,0.480585,0.315453,0.765352,0.315618,0.847324,0.09985,0.291124,0
8,0.46203,0.356455,0.834292,0.234521,0.8367399999999999,0.087219,0.262795,0
9,0.4898979999999999,0.364697,0.788884,0.373195,0.8557239999999999,0.095356,0.2348739999999999,0
10,0.44063,0.39666,0.732935,0.350444,0.832519,0.060711,0.248036,0
11,0.5096189999999999,0.4747159999999999,0.779866,0.137013,0.7208060000000001,0.025005,0.311403,0
12,0.444821,0.303865,0.7499560000000001,0.269825,0.864885,0.09178,0.285244,0
13,0.919403,0.634166,0.613696,1.0,0.718643,0.272907,0.059723,0
14,0.523922,0.405848,0.81485,0.299291,0.811083,0.089292,0.2527,0
15,0.488886,0.375983,0.768187,0.295053,0.820498,0.093687,0.274638,0
16,0.529304,0.3990329999999999,0.810836,0.256592,0.796349,0.084405,0.278129,0
17,0.421327,0.27525,0.7593260000000001,0.322503,0.8893030000000001,0.09314,0.275548,0
18,0.495895,0.397126,0.79915,0.2324159999999999,0.809315,0.089019,0.2675639999999999,0
19,0.4514289999999999,0.406898,0.789959,0.252207,0.823816,0.090285,0.2435119999999999,0
20,0.448841,0.372455,0.788361,0.365651,0.867934,0.104374,0.213478,0
21,0.4336029999999999,0.588811,0.0,0.727672,0.616454,0.0,0.357804,0
22,0.505243,0.369638,0.7805840000000001,0.418361,0.820421,0.084469,0.271488,0
23,0.8420540000000001,0.756316,0.4980159999999999,0.545417,0.412888,0.122045,0.4141979999999999,0
24,0.6117819999999999,0.502339,0.797226,0.250258,0.6444270000000001,0.014178,0.364242,0
25,0.483295,0.4734609999999999,0.8052819999999999,0.244166,0.739768,0.017169,0.2842469999999999,0
26,0.555772,0.445862,0.861,0.312192,0.768429,0.080078,0.259859,0
27,0.6114069999999999,0.497478,0.8607969999999999,0.29606,0.724075,0.0852059999999999,0.267207,0
28,0.511192,0.468582,0.797754,0.2446949999999999,0.7303430000000001,0.021886,0.299932,0
29,0.484019,0.41453,0.760139,0.274514,0.788287,0.087528,0.282622,0
30,0.62947,0.594943,0.848993,0.054587,0.554525,0.017343,0.380417,0
31,0.645353,0.511184,0.8273459999999999,0.0667529999999999,0.5751470000000001,0.0142,0.425675,0
32,0.388054,0.4943729999999999,0.0,0.665525,0.697882,0.021696,0.351218,0
33,0.559207,0.408891,0.736888,0.297096,0.743897,0.094188,0.3376619999999999,0
34,0.699235,0.60673,0.845289,0.188921,0.575416,0.036486,0.346401,0
35,1.0,0.037905,0.0,0.562778,0.482497,0.093874,0.7522310000000001,0
36,0.571032,0.381863,0.807348,0.173921,0.695175,0.029813,0.401643,0
37,0.534462,0.4494109999999999,0.845858,0.290346,0.7756890000000001,0.0893019999999999,0.251876,0
38,0.565682,0.418627,0.8640700000000001,0.33663,0.7832899999999999,0.086444,0.263328,0
39,0.6179520000000001,0.434343,0.7943899999999999,0.1597039999999999,0.626812,0.018889,0.433581,0
40,0.5341239999999999,0.470383,0.789661,0.353937,0.784168,0.100424,0.2303739999999999,0
41,0.457262,0.280289,0.7726810000000001,0.338674,0.882034,0.08876,0.277051,0
42,0.434596,0.357954,0.762937,0.246913,0.846931,0.096703,0.261178,0
43,0.4571,0.36472,0.746929,0.288354,0.826428,0.081038,0.281258,0
44,0.46441,0.335779,0.7646270000000001,0.309276,0.854649,0.087286,0.267879,0
45,0.47029,0.324265,0.804377,0.291489,0.846706,0.093544,0.2797739999999999,0
46,0.4548729999999999,0.402455,0.7945979999999999,0.282087,0.832635,0.085642,0.23475,0
47,0.660558,0.622391,0.869643,0.16394,0.531825,0.0,0.3759949999999999,0
48,0.49858,0.400483,0.746847,0.310338,0.7971050000000001,0.092209,0.284353,0
49,0.50466,0.111252,0.413338,0.378119,0.764417,0.073305,0.536794,0
50,0.6289560000000001,0.514163,0.875777,0.378386,0.713262,0.085365,0.258581,0
51,0.57363,0.302251,0.0,0.113141,0.301706,0.009378,0.808936,0
52,0.507799,0.335328,0.78289,0.358601,0.840376,0.08448,0.278815,0
53,0.4686479999999999,0.354955,0.777885,0.273548,0.832355,0.101324,0.276955,0
54,0.556686,0.4998979999999999,0.223082,0.320344,0.5360659999999999,0.0517059999999999,0.517095,0
55,0.396365,0.6781590000000001,0.0,0.467089,0.625202,0.0,0.285113,0
56,0.480784,0.313926,0.754423,0.267921,0.84501,0.096739,0.298404,0
57,0.587968,0.397432,0.7930550000000001,0.183327,0.68737,0.036144,0.400262,0
58,0.306407,0.644273,0.0,0.624883,0.675847,0.0,0.254602,0
59,0.610833,0.4644319999999999,0.830068,0.18384,0.6508619999999999,0.0283399999999999,0.382855,0
60,0.420471,0.68397,0.0,0.447197,0.6229779999999999,0.0,0.280975,0
61,0.6132029999999999,0.5544319999999999,0.299986,0.404192,0.539411,0.061478,0.470401,0
62,0.454924,0.34076,0.7557729999999999,0.345002,0.8639450000000001,0.068576,0.2534119999999999,0
63,0.552421,0.391343,0.878439,0.270053,0.7942779999999999,0.09418,0.273229,0
64,0.494218,0.517355,0.7928970000000001,0.319192,0.7634029999999999,0.074997,0.215563,0
65,0.529048,0.423905,0.804669,0.371667,0.809473,0.101933,0.236288,0
66,0.8186479999999999,0.913613,0.4130979999999999,0.314006,0.393862,0.049642,0.305305,0
67,0.410524,0.677321,0.0,0.503249,0.641321,0.0,0.261706,0
68,0.406446,0.656251,0.0,0.503137,0.665658,0.0,0.250812,0
69,0.803255,0.4359649999999999,0.0,0.8489049999999999,0.702087,1.0,0.156301,0
70,0.509687,0.367456,0.765583,0.448574,0.841675,0.103298,0.2484199999999999,0
71,0.379634,0.6318630000000001,0.0,0.604956,0.638595,0.0,0.308537,0
72,0.5924659999999999,0.48226,0.743642,0.283248,0.7073510000000001,0.092909,0.319346,0
73,0.336627,0.267673,0.0,0.3982199999999999,0.683296,0.0584559999999999,0.533381,0
74,0.354991,0.269955,0.6000909999999999,0.1576789999999999,0.853734,0.053984,0.348136,0
75,0.36596,0.6733210000000001,0.0,0.583911,0.626929,0.0,0.2867,0
76,0.576529,0.534361,0.8267549999999999,0.267661,0.660913,0.009434,0.316317,0
77,0.3436909999999999,0.570372,0.0,0.485081,0.724394,0.0,0.264471,0
78,0.518733,0.345242,0.790568,0.305286,0.811669,0.095559,0.304279,0
79,0.584279,0.44978,0.7388560000000001,0.281966,0.741158,0.094157,0.309291,0
80,0.584236,0.47268,0.4630869999999999,0.414801,0.684636,0.083307,0.377764,0
81,0.731809,0.6429060000000001,0.7328859999999999,0.589849,0.7606649999999999,0.232841,0.042304,0
82,0.214517,0.427859,0.0,0.075956,0.649373,0.0,0.475558,0
83,0.376755,0.245856,0.5905779999999999,0.294215,0.89386,0.086573,0.317929,0
84,0.462661,0.357013,0.698882,0.279564,0.8194290000000001,0.0904259999999999,0.302281,0
85,0.425709,0.33173,0.751681,0.329053,0.8880879999999999,0.107269,0.231787,0
86,0.727527,0.546425,0.6492640000000001,0.2682,0.4883909999999999,0.012706,0.4987319999999999,0
87,0.819126,0.555552,0.7094239999999999,0.114518,0.377592,0.012781,0.58304,0
88,0.396759,0.33365,0.07188,0.3590219999999999,0.661453,0.020087,0.5147470000000001,0
89,0.442326,0.329275,0.780518,0.290579,0.862844,0.083987,0.261751,0
90,0.173785,0.1244599999999999,0.0,0.258472,1.0,0.410068,0.292305,0
91,0.477104,0.559034,0.0,0.772746,0.651528,0.012492,0.336868,0
92,0.644954,0.5005689999999999,1.0,0.245202,0.664679,0.00948,0.307428,0
93,0.435781,0.284788,0.786555,0.302206,0.882878,0.090147,0.2720059999999999,0
94,0.448412,0.360265,0.7817270000000001,0.371581,0.871814,0.1121569999999999,0.219734,0
95,0.424059,0.3147,0.770858,0.370344,0.906978,0.102533,0.2178159999999999,0
96,0.401707,0.57313,0.0,0.5101760000000001,0.720996,0.0,0.262801,0
97,0.462632,0.296836,0.781837,0.300154,0.858519,0.095035,0.290917,0
98,0.5493,0.441723,0.0,0.385346,0.462426,0.050043,0.614514,0
99,0.433535,0.37725,0.790813,0.224892,0.841482,0.0885789999999999,0.248552,0
100,0.463143,0.440154,0.8214819999999999,0.261477,0.8045100000000001,0.091932,0.231632,0
101,0.478391,0.342157,0.796437,0.381419,0.865613,0.095205,0.240035,0
102,0.6407689999999999,0.513691,0.8543059999999999,0.130172,0.597617,0.02683,0.3967989999999999,0
103,0.479382,0.3786199999999999,0.7751020000000001,0.375849,0.8471360000000001,0.106221,0.235251,0
104,0.458075,0.300882,0.805581,0.258272,0.853411,0.094986,0.291415,0
105,0.625631,0.543175,0.785844,0.311485,0.663482,0.080541,0.309812,0
106,0.64788,0.532862,0.798184,0.31209,0.6763560000000001,0.01898,0.300978,0
107,0.317795,0.3057269999999999,0.0,0.4513189999999999,0.784211,0.14926,0.412813,0
108,0.4777149999999999,0.4208989999999999,0.785803,0.381638,0.827727,0.095249,0.2205369999999999,0
109,0.547743,0.360531,0.809376,0.380828,0.81328,0.090988,0.283657,0
