,var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,var_0007,var_0008,var_0009,var_0010,var_0011,var_0012,var_0013,var_0014,var_0015,var_0016,var_0017,var_0018,var_0019,var_0020,var_0021,var_0022,var_0023,var_0024,var_0025,var_0026,var_0027,var_0028,var_0029,var_0030,var_0031,class
0,0.9976950000000001,0.470555,0.926215,0.51153,0.91699,0.31146,1.0,0.5188,0.926215,0.411225,0.798775,0.275275,0.8026800000000001,0.30888499999999997,0.9217799999999999,0.30729,0.79106,0.33904,0.784855,0.35163,0.6847300000000001,0.26321500000000003,0.7840550000000001,0.24414499999999997,0.70539,0.26916,0.60633,0.32955,0.711335,0.22756500000000002,0.593205,0.2735,0
1,1.0,0.405855,0.965175,0.31922,0.44566000000000006,0.032014999999999995,1.0,0.47725500000000004,0.75437,0.16128499999999998,0.6721600000000001,0.15146500000000002,0.241575,0.012425,0.5274949999999999,0.188815,0.6655449999999999,0.0,0.434245,0.2735,0.40972,0.32133,0.39834,0.367155,0.39766,0.407995,0.4048,0.442035,0.41686999999999996,0.46856000000000003,0.43131,0.48776499999999995,1
2,1.0,0.483175,1.0,0.502425,1.0,0.43968999999999997,0.944825,0.5059899999999999,0.86541,0.52673,0.927215,0.504135,0.7729550000000001,0.501495,0.918875,0.43178,0.877675,0.4573,0.8544350000000001,0.36249000000000003,0.716925,0.43968999999999997,0.78764,0.2989,0.79492,0.389275,0.7155,0.413175,0.80218,0.3791,0.780225,0.30881,0
3,1.0,0.27419499999999997,1.0,1.0,0.85608,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.57258,0.77047,0.30335,0.0,0.227665,0.150125,1.0,0.5,0.5,1.0,0.953475,0.758065,1.0,1.0,0.399505,0.62841,1.0,0.33809,1.0,1
4,1.0,0.48799499999999996,0.9707,0.532655,0.9605299999999999,0.383725,0.88576,0.418005,0.76399,0.398625,0.782045,0.49643999999999994,0.671975,0.362715,0.7647,0.3911,0.725535,0.41093500000000005,0.52991,0.322125,0.511545,0.235605,0.5164300000000001,0.17421,0.56645,0.23396999999999998,0.512155,0.18901500000000002,0.47146499999999997,0.20213499999999998,0.47696000000000005,0.171515,0
5,0.5116850000000001,0.49704,0.45038,0.440255,0.49618500000000004,0.44088,0.57353,0.533185,0.51893,0.46848999999999996,0.5,0.5,0.47713999999999995,0.4223,0.49828500000000003,0.44902,0.442125,0.47293,0.5091899999999999,0.518345,0.507595,0.50444,0.5175649999999999,0.492325,0.4838,0.546115,0.46070500000000003,0.50366,0.5,0.5,0.499805,0.560055,1
6,0.9879399999999999,0.44698999999999994,0.9730049999999999,0.396,0.9640299999999999,0.35825,0.9299799999999999,0.36329,0.8988299999999999,0.260355,0.891125,0.24618,0.8731399999999999,0.19282,0.789725,0.15957000000000002,0.68926,0.131795,0.68162,0.11719,0.6594899999999999,0.101235,0.6139600000000001,0.09183,0.568295,0.08745,0.52303,0.088025,0.47868999999999995,0.09341,0.43083999999999995,0.095125,0
7,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1
8,0.981775,0.46401000000000003,1.0,0.428335,1.0,0.393435,1.0,0.31913,0.96285,0.28215500000000004,0.97255,0.29666,0.95196,0.26809499999999997,0.991525,0.32371500000000003,0.9226850000000001,0.1699,0.8767299999999999,0.197055,0.8481850000000001,0.178875,0.92553,0.1728,0.7878850000000001,0.15144000000000002,0.627175,0.18040499999999998,0.7255699999999999,0.136105,0.694475,0.1329,0
9,0.49068,0.45770500000000003,0.5,0.5,0.5,0.5,0.55735,0.36595,0.271685,0.30914,0.5,0.5,0.33171999999999996,0.69301,0.314335,0.57509,0.8186399999999999,0.610575,0.5,0.5,0.5,0.5,0.42598500000000006,0.49337,0.603225,0.48853,0.5,0.5,0.582975,0.62043,0.45896000000000003,0.690325,1
10,1.0,0.533275,1.0,0.40806,1.0,0.3634,1.0,0.284465,1.0,0.29325500000000004,0.98116,0.24063,0.9535549999999999,0.204915,0.94615,0.16763,0.8493799999999999,0.145015,0.853225,0.1184,0.815405,0.09727999999999999,0.779335,0.054360000000000006,0.736055,0.0675,0.701515,0.081625,0.65498,0.054535,0.614975,0.05421,0
11,1.0,0.22895,1.0,0.0,1.0,0.0,1.0,0.681085,1.0,0.29440500000000003,1.0,1.0,1.0,0.0,1.0,0.35323000000000004,1.0,0.032005,1.0,1.0,1.0,1.0,1.0,0.29556,1.0,0.186275,1.0,0.0,1.0,0.0,1.0,0.0,1
12,1.0,0.41841999999999996,1.0,0.449155,0.9999950000000001,0.424015,1.0,0.403615,0.970275,0.324245,0.978675,0.351075,0.9685950000000001,0.32794,0.9724299999999999,0.35946999999999996,0.950685,0.283085,0.930215,0.26345999999999997,0.914935,0.2439,0.9204,0.264315,0.8811200000000001,0.20815,0.828615,0.15603,0.84357,0.177315,0.823635,0.16387000000000002,0
13,1.0,0.066495,1.0,0.6114,0.9274600000000001,0.30052,1.0,0.43955,1.0,0.6757350000000001,1.0,0.53886,1.0,0.42616499999999996,1.0,0.0,1.0,0.0,0.8091550000000001,0.579015,1.0,0.8117449999999999,1.0,0.41494,1.0,0.67962,1.0,0.16752999999999998,1.0,0.94214,1.0,0.40587,1
14,1.0,0.5369,1.0,0.5171,1.0,0.472185,1.0,0.54382,1.0,0.598255,1.0,0.60164,1.0,0.563925,1.0,0.552805,1.0,0.6354350000000001,1.0,0.7237899999999999,1.0,0.70875,1.0,0.600165,1.0,0.683715,0.978015,0.743205,1.0,0.66246,1.0,0.73356,0
15,0.75466,0.030019999999999998,1.0,0.63354,0.4824,0.0,1.0,0.0,0.718425,0.0,0.5,0.5,0.0,0.328675,0.31159499999999996,0.518115,1.0,0.0,0.5,0.5,0.5,0.5,0.418735,0.9611799999999999,0.69876,0.632505,0.5,0.5,1.0,0.6159399999999999,0.5,0.5,1
16,0.998225,0.5323399999999999,1.0,0.49382,0.9890549999999999,0.51249,0.98056,0.51156,0.9963700000000001,0.53904,0.946615,0.55173,0.97106,0.526345,0.944045,0.5556,0.9305200000000001,0.543155,0.908165,0.55915,0.9183399999999999,0.57221,0.906645,0.56706,0.89738,0.56819,0.89555,0.5768949999999999,0.88561,0.57965,0.8547049999999999,0.560075,0
17,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
18,0.835325,0.51264,0.8331299999999999,0.525155,0.785985,0.593805,0.54388,0.670405,0.818105,0.560655,0.810495,0.571425,0.893185,0.55488,0.7918649999999999,0.590755,0.571975,0.70612,0.76944,0.60663,0.7571,0.613125,0.74419,0.61862,0.730835,0.6230899999999999,0.7171649999999999,0.62653,0.7033149999999999,0.6289600000000001,1.0,0.66518,0
19,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.140625,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.78125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
